217 10
167.1 58.1 45 33 54 58 0538 7.5 250 27
160.4 52.8 25 27 68 49 0527 9.4 170 15
159.7 48.9 46 35 63 53 0544 7.5 240 24
165.1 50.2 34 25 72 53 0440 7.9 205 22
154.1 44.4 47 32 63 57 0613 7.7 231 31
168.9 51.3 32 26 66 54 0422 8 195 20
158.3 58.0 25 31 58 45 0416 8.6 190 14
178.6 63.8 29 18 56 46 0440 8.8 177 18
164.5 57.9 22 8 48 43 0519 8.7 145 12
164.7 51.6 28 18 40 44 0519 9 143 13
159.2 52.1 27 20 49 44 0448 9 158 14
163.1 60.0 28 13 50 42 0650 9.6 140 20
161.2 61.8 43 35 62 56 0542 7.2 238 26
154.4 52.7 22 13 42 46 0533 9.2 140 11
155.2 49.4 53 41 77 60 0656 6.9 250 37
163.2 46.6 25 15 72 45 0437 9.3 160 13
152.4 48.1 23 16 64 23 0440 9.2 135 11
169.4 60.7 24 20 41 45 0540 9.8 132 9
158.8 41.9 28 17 47 41 0608 10.3 156 11
156.0 43.4 46 37 75 62 0655 7 257 35
150.0 53.9 19 21 45 48 0530 9.5 155 10
162.0 52.6 40 37 63 51 0720 7.7 231 29
182.0 73.9 25 34 50 53 0356 7.2 190 13
151.4 48.5 57 35 56 65 0744 7.4 223 28
160.7 57.0 22 15 22 43 0607 9 134 14
184.3 90.5 21 25 63 46 0523 9.4 175 10
159.9 54.0 22 22 46 47 0510 8.5 147 10
171.8 80.1 57 36 78 67 0454 6.5 267 37
166.1 58.2 43 42 77 63 0512 6.5 258 33
157.0 59.1 26 27 43 53 0428 9.3 166 18
151.0 42.4 33 31 60 49 0429 8 210 18
169.4 62.0 46 36 68 58 0506 7.1 233 34
165.7 59.7 42 33 73 61 0611 7.2 250 29
150.0 53.2 48 32 32 45 0715 6.6 230 29
156.0 58.6 24 19 42 53 0418 8 180 14
168.9 57.5 46 36 58 60 0501 7 243 32
168.9 59.6 30 18 52 49 0551 9.3 170 16
168.0 60.1 49 39 74 61 0630 7 242 30
153.7 43.1 26 26 25 46 0440 8.8 164 18
160.7 45.6 44 41 76 61 0544 6.7 255 26
163.2 57.0 46 21 49 56 0544 6.9 200 21
158.2 47.9 24 40 49 55 0429 7.6 193 17
174.2 59.5 40 30 52 57 0715 7.2 266 26
156.0 45.8 27 25 45 48 0448 7.9 164 13
165.0 56.6 29 34 60 47 0603 7.8 210 16
168.6 59.6 41 40 50 60 0610 7.6 205 21
164.1 50.6 24 22 46 50 0459 9.6 160 13
177.9 60.2 42 27 54 51 0611 6.8 212 25
160.1 48.8 26 30 52 51 0430 8.4 205 17
162.0 51.3 26 25 54 49 0433 8.3 190 13
151.7 54.3 26 23 49 42 0457 8.9 172 12
153.3 51.8 41 31 33 43 0810 9.5 149 11
160.6 57.1 29 27 66 49 0506 9.4 160 12
152.3 48.5 40 34 55 59 0517 6.8 230 31
152.0 46.0 45 43 59 51 0450 6.9 220 38
147.0 44.1 40 36 61 61 0644 6.9 235 30
168.3 75.2 33 31 35 50 0603 9.7 140 13
164.0 73.3 32 25 50 38 0518 9.1 162 10
169.3 55.7 47 33 66 56 0539 7.1 195 30
165.7 56.0 31 22 51 46 0518 8.8 170 13
155.1 50.4 28 26 41 43 0435 9 165 11
172.1 56.1 22 33 52 50 0430 8.4 200 17
155.0 48.1 31 19 50 48 0423 8.7 160 16
170.1 70.0 22 41 52 46 0603 10.2 155 11
169.5 68.4 31 23 43 48 0424 8.4 200 20
158.3 46.2 26 22 58 53 0419 8.4 200 19
157.7 50.2 25 33 56 51 0503 9 165 14
159.4 45.7 26 18 53 49 0512 9.4 143 14
153.1 41.2 37 32 58 61 0508 6.9 210 29
156.7 48.9 32 23 43 51 0426 9.1 160 14
160.0 49.2 13 11 50 37 0524 9.1 145 17
157.1 48.3 29 24 48 41 0501 8.9 180 12
154.1 46.9 43 25 50 67 0551 7 231 32
159.2 45.2 26 30 72 52 0515 8.8 170 13
170.4 66.4 20 23 58 35 0706 11.3 110 11
162.0 64.7 34 30 44 58 0427 7.9 200 24
159.2 43.6 46 37 65 63 0645 7.6 230 38
150.0 39.9 19 29 63 50 0525 9.7 169 16
171.3 52.8 29 22 60 52 0435 8.3 210 21
151.0 63.5 23 25 38 36 0610 9.3 155 17
156.9 52.8 49 37 53 64 0449 6.5 220 32
175.3 80.7 36 26 57 52 0442 8.8 200 19
155.1 47.3 26 16 61 41 0541 9.4 150 12
162.6 64.8 20 26 53 45 0531 9.7 134 12
165.5 52.1 29 34 56 64 0503 7.1 220 28
166.4 48.6 28 22 56 47 0536 9.5 145 17
172.6 62.0 41 36 50 60 0448 7.3 210 34
160.8 54.9 41 42 66 65 0557 7.2 245 31
151.7 45.6 25 19 34 36 0548 8.3 182 16
157.9 50.8 48 41 56 63 0453 6.8 250 35
162.0 50.2 23 17 56 42 0530 9.5 169 11
158.9 60.1 24 33 48 49 0432 9 180 14
162.6 55.9 41 40 70 64 0510 6.6 250 31
164.1 59.0 30 29 58 52 0519 8.9 198 13
159.9 48.7 39 12 59 37 0609 11.2 142 14
166.6 56.7 40 26 58 64 0556 7.5 231 24
145.9 45.2 37 36 45 63 0555 7 231 32
156.0 51.4 27 19 40 39 0543 9.2 135 11
170.3 59.0 28 29 62 47 0534 8.9 185 12
154.8 57.5 33 17 55 47 0534 9.2 183 15
162.4 69.8 29 18 55 39 0543 9.7 162 13
172.4 54.5 31 20 51 50 0541 9.4 162 12
171.0 54.5 36 36 58 59 0454 7 226 30
151.4 52.3 23 26 47 45 0506 9.2 180 15
160.6 56.4 23 18 50 47 0507 9.3 135 9
155.5 72.0 28 23 66 49 0525 8.6 175 11
158.1 56.3 50 35 50 61 0714 7.3 220 20
165.5 62.0 43 49 72 67 0519 6.9 250 29
164.8 53.4 31 23 43 50 0442 8.6 165 13
156.6 48.8 26 24 54 50 0504 8.7 188 14
152.3 44.2 41 35 64 63 0625 7.1 242 33
153.1 52.0 45 35 54 63 0503 7.1 240 30
162.0 61.5 30 20 51 45 0517 9.5 210 17
160.5 59.2 27 20 48 43 0542 9.9 168 13
156.4 55.2 23 10 53 51 0508 8.9 171 14
164.6 51.6 50 36 66 63 0602 7.5 230 36
170.7 65.5 28 18 47 45 0532 11.3 153 14
167.7 59.8 50 37 67 60 0540 7.2 232 33
164.0 55.3 19 13 43 47 0511 9.8 158 9
168.7 52.3 39 25 41 58 0608 7.5 225 35
155.8 49.9 25 22 69 62 0414 8.6 175 14
170.8 70.5 31 22 49 46 0501 8.1 185 15
157.3 65.9 47 39 75 65 0440 6.5 231 37
175.6 66.0 30 17 67 47 0435 8.8 180 11
154.9 65.3 38 40 61 64 0455 7.1 230 31
147.8 44.3 22 18 42 50 0551 11.8 143 17
179.8 61.8 16 11 47 41 0457 9.4 143 9
160.7 54.1 35 25 44 53 0523 8.5 177 14
156.9 57.6 40 31 45 55 0724 7.7 205 26
166.4 61.4 25 30 60 51 0415 8.2 180 24
160.5 56.1 29 23 40 48 0518 9 171 11
164.5 55.8 35 26 38 54 0523 8 190 14
158.4 56.3 38 38 64 56 0552 7.6 192 26
156.2 48.7 29 14 64 50 0429 8.9 176 11
156.6 48.3 30 21 53 44 0518 9.1 175 11
152.5 50.1 46 39 57 63 0600 7 238 30
157.5 49.8 28 15 52 44 0608 9.8 160 12
145.5 44.5 48 35 64 64 0451 6.3 272 39
155.1 45.1 26 15 57 45 0523 9.4 153 10
158.5 50.6 37 38 71 61 0518 7 225 29
157.4 52.8 50 33 50 60 0510 6.8 222 32
162.6 53.5 25 20 47 44 0505 9.3 147 10
149.8 46.4 20 14 52 47 0519 10.8 132 12
172.1 64.2 31 15 59 45 0604 11.8 156 16
159.4 66.1 31 19 50 41 0530 9.8 170 15
155.2 55.5 29 12 50 42 0550 10 138 12
154.9 46.0 39 38 55 63 0514 6.8 230 28
164.2 67.8 39 36 61 64 0520 7 230 31
161.5 56.3 26 30 60 52 0359 8.1 162 14
